name_hc,mb_2008,mb_2009,parent_key,key,setofmb_hc,id,idext,region,zone,woreda,wname,
Adazer HC,0,0,uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f/r1[2],uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f/r1[2]/mb_HC[2],uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f/r1[2]/mb_HC,uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f,r1[2],SNNP,Silitie,201,Misirak Azerenet Berbere,
Emezhare HC,2,1,uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f/r1[2],uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f/r1[2]/mb_HC[3],uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f/r1[2]/mb_HC,uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f,r1[2],SNNP,Silitie,201,Misirak Azerenet Berbere,
Kilto Hc,2,1,uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f/r1[2],uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f/r1[2]/mb_HC[1],uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f/r1[2]/mb_HC,uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f,r1[2],SNNP,Silitie,201,Misirak Azerenet Berbere,
Wero Hc,24,0,uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f/r1[2],uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f/r1[2]/mb_HC[4],uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f/r1[2]/mb_HC,uuid:953fa631-34c5-41a9-87c3-8da3f01cc82f,r1[2],SNNP,Silitie,201,Misirak Azerenet Berbere,
Malgano health center,0,0,uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21/r1[3],uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21/r1[3]/mb_HC[2],uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21/r1[3]/mb_HC,uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21,r1[3],SNNP,Sidama,179,Bona Zuriya,
Warancha health center,3,3,uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21/r1[3],uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21/r1[3]/mb_HC[1],uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21/r1[3]/mb_HC,uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21,r1[3],SNNP,Sidama,179,Bona Zuriya,
Gobecho health center,0,0,uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21/r1[3],uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21/r1[3]/mb_HC[4],uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21/r1[3]/mb_HC,uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21,r1[3],SNNP,Sidama,179,Bona Zuriya,
Olonso health center,2,3,uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21/r1[3],uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21/r1[3]/mb_HC[5],uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21/r1[3]/mb_HC,uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21,r1[3],SNNP,Sidama,179,Bona Zuriya,
Awaye kararo health center,0,0,uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21/r1[3],uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21/r1[3]/mb_HC[3],uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21/r1[3]/mb_HC,uuid:95b31ee1-ddf9-49a9-aa86-883134dc8f21,r1[3],SNNP,Sidama,179,Bona Zuriya,
Gawun,6,32,uuid:96b68251-a8e2-416f-8e4f-bd8d863e3eac/r1[3],uuid:96b68251-a8e2-416f-8e4f-bd8d863e3eac/r1[3]/mb_HC[3],uuid:96b68251-a8e2-416f-8e4f-bd8d863e3eac/r1[3]/mb_HC,uuid:96b68251-a8e2-416f-8e4f-bd8d863e3eac,r1[3],Amhara,North Shewa,257,Mojana,
Seladngay,1,9,uuid:96b68251-a8e2-416f-8e4f-bd8d863e3eac/r1[3],uuid:96b68251-a8e2-416f-8e4f-bd8d863e3eac/r1[3]/mb_HC[1],uuid:96b68251-a8e2-416f-8e4f-bd8d863e3eac/r1[3]/mb_HC,uuid:96b68251-a8e2-416f-8e4f-bd8d863e3eac,r1[3],Amhara,North Shewa,257,Mojana,
Sasit,0,0,uuid:96b68251-a8e2-416f-8e4f-bd8d863e3eac/r1[3],uuid:96b68251-a8e2-416f-8e4f-bd8d863e3eac/r1[3]/mb_HC[2],uuid:96b68251-a8e2-416f-8e4f-bd8d863e3eac/r1[3]/mb_HC,uuid:96b68251-a8e2-416f-8e4f-bd8d863e3eac,r1[3],Amhara,North Shewa,257,Mojana,
Ifa Oromiya Health Center,4,72,uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1],uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1]/mb_HC[4],uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1]/mb_HC,uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947,r1[1],Oromiya,East Hararge,83,HAROMAYA-WEREDA,
Ugaz Health Center,11,63,uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1],uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1]/mb_HC[7],uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1]/mb_HC,uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947,r1[1],Oromiya,East Hararge,83,HAROMAYA-WEREDA,
Finkile Health Center,3,7,uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1],uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1]/mb_HC[3],uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1]/mb_HC,uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947,r1[1],Oromiya,East Hararge,83,HAROMAYA-WEREDA,
Adele Health Center,6,572,uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1],uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1]/mb_HC[2],uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1]/mb_HC,uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947,r1[1],Oromiya,East Hararge,83,HAROMAYA-WEREDA,
Sharif Kalid Health Center,17,575,uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1],uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1]/mb_HC[6],uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1]/mb_HC,uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947,r1[1],Oromiya,East Hararge,83,HAROMAYA-WEREDA,
Damota Health Center,0,7,uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1],uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1]/mb_HC[1],uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1]/mb_HC,uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947,r1[1],Oromiya,East Hararge,83,HAROMAYA-WEREDA,
Karodada Health Center,1,40,uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1],uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1]/mb_HC[5],uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947/r1[1]/mb_HC,uuid:976587f7-60f8-47c5-ab69-b21a1a4dd947,r1[1],Oromiya,East Hararge,83,HAROMAYA-WEREDA,
Lich anba,0,0,uuid:97cff730-62dd-4fe7-a0a2-2a5ade6d5702/r1[1],uuid:97cff730-62dd-4fe7-a0a2-2a5ade6d5702/r1[1]/mb_HC[2],uuid:97cff730-62dd-4fe7-a0a2-2a5ade6d5702/r1[1]/mb_HC,uuid:97cff730-62dd-4fe7-a0a2-2a5ade6d5702,r1[1],SNNP,Hadiya,152,Hosana town,
Bobicho,0,0,uuid:97cff730-62dd-4fe7-a0a2-2a5ade6d5702/r1[1],uuid:97cff730-62dd-4fe7-a0a2-2a5ade6d5702/r1[1]/mb_HC[3],uuid:97cff730-62dd-4fe7-a0a2-2a5ade6d5702/r1[1]/mb_HC,uuid:97cff730-62dd-4fe7-a0a2-2a5ade6d5702,r1[1],SNNP,Hadiya,152,Hosana town,
Hosana town,0,0,uuid:97cff730-62dd-4fe7-a0a2-2a5ade6d5702/r1[1],uuid:97cff730-62dd-4fe7-a0a2-2a5ade6d5702/r1[1]/mb_HC[1],uuid:97cff730-62dd-4fe7-a0a2-2a5ade6d5702/r1[1]/mb_HC,uuid:97cff730-62dd-4fe7-a0a2-2a5ade6d5702,r1[1],SNNP,Hadiya,152,Hosana town,
Kacha health center,40,0,uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e/r1[1],uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e/r1[1]/mb_HC[4],uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e/r1[1]/mb_HC,uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e,r1[1],SNNP,Kembata Timbaro,154,Kacha Bira,
Hobichaka health center,245,93,uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e/r1[1],uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e/r1[1]/mb_HC[2],uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e/r1[1]/mb_HC,uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e,r1[1],SNNP,Kembata Timbaro,154,Kacha Bira,
Mesafe health center,293,194,uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e/r1[1],uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e/r1[1]/mb_HC[3],uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e/r1[1]/mb_HC,uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e,r1[1],SNNP,Kembata Timbaro,154,Kacha Bira,
Buge health center,79,51,uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e/r1[1],uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e/r1[1]/mb_HC[1],uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e/r1[1]/mb_HC,uuid:985a3dba-1a90-417d-87ff-ef74ae775e9e,r1[1],SNNP,Kembata Timbaro,154,Kacha Bira,
Kombolcha 02,66,47,uuid:98a957fd-dcba-44d5-bd07-c38846dc071e/r1[1],uuid:98a957fd-dcba-44d5-bd07-c38846dc071e/r1[1]/mb_HC[1],uuid:98a957fd-dcba-44d5-bd07-c38846dc071e/r1[1]/mb_HC,uuid:98a957fd-dcba-44d5-bd07-c38846dc071e,r1[1],Amhara,South Wolo,226,Kombolcha,
Kombolcha 07,7,10,uuid:98a957fd-dcba-44d5-bd07-c38846dc071e/r1[1],uuid:98a957fd-dcba-44d5-bd07-c38846dc071e/r1[1]/mb_HC[4],uuid:98a957fd-dcba-44d5-bd07-c38846dc071e/r1[1]/mb_HC,uuid:98a957fd-dcba-44d5-bd07-c38846dc071e,r1[1],Amhara,South Wolo,226,Kombolcha,
Kombolcha 05,39,17,uuid:98a957fd-dcba-44d5-bd07-c38846dc071e/r1[1],uuid:98a957fd-dcba-44d5-bd07-c38846dc071e/r1[1]/mb_HC[3],uuid:98a957fd-dcba-44d5-bd07-c38846dc071e/r1[1]/mb_HC,uuid:98a957fd-dcba-44d5-bd07-c38846dc071e,r1[1],Amhara,South Wolo,226,Kombolcha,
Kombolcha 03,156,84,uuid:98a957fd-dcba-44d5-bd07-c38846dc071e/r1[1],uuid:98a957fd-dcba-44d5-bd07-c38846dc071e/r1[1]/mb_HC[2],uuid:98a957fd-dcba-44d5-bd07-c38846dc071e/r1[1]/mb_HC,uuid:98a957fd-dcba-44d5-bd07-c38846dc071e,r1[1],Amhara,South Wolo,226,Kombolcha,
Bushulo,36,89,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC[5],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0,r1[3],SNNP,Sidama,186,Hawassa  town,
Millenneium,197,230,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC[3],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0,r1[3],SNNP,Sidama,186,Hawassa  town,
Chefekotijebrsa Hc,436,236,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC[7],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0,r1[3],SNNP,Sidama,186,Hawassa  town,
Chefa sina,137,464,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC[6],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0,r1[3],SNNP,Sidama,186,Hawassa  town,
Adare,406,188,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC[1],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0,r1[3],SNNP,Sidama,186,Hawassa  town,
Gemote,100,186,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC[9],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0,r1[3],SNNP,Sidama,186,Hawassa  town,
Alamura Hc,486,85,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC[2],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0,r1[3],SNNP,Sidama,186,Hawassa  town,
Gara riketa,867,456,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC[8],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0,r1[3],SNNP,Sidama,186,Hawassa  town,
Tilte,239,168,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC[4],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0,r1[3],SNNP,Sidama,186,Hawassa  town,
Tula,34,39,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC[10],uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0/r1[3]/mb_HC,uuid:98b0782b-d3b6-49ed-a7b8-8c2cc00a20a0,r1[3],SNNP,Sidama,186,Hawassa  town,
Dongicho Hc,9,5,uuid:99af1c6a-b090-4b13-b14c-3b9540ba0675/r1[4],uuid:99af1c6a-b090-4b13-b14c-3b9540ba0675/r1[4]/mb_HC[2],uuid:99af1c6a-b090-4b13-b14c-3b9540ba0675/r1[4]/mb_HC,uuid:99af1c6a-b090-4b13-b14c-3b9540ba0675,r1[4],SNNP,Kembata Timbaro,159,Durame Town,
Durame HC,13,6,uuid:99af1c6a-b090-4b13-b14c-3b9540ba0675/r1[4],uuid:99af1c6a-b090-4b13-b14c-3b9540ba0675/r1[4]/mb_HC[1],uuid:99af1c6a-b090-4b13-b14c-3b9540ba0675/r1[4]/mb_HC,uuid:99af1c6a-b090-4b13-b14c-3b9540ba0675,r1[4],SNNP,Kembata Timbaro,159,Durame Town,
WOTA CATHOLIC HC,39,21,uuid:99af1c6a-b090-4b13-b14c-3b9540ba0675/r1[4],uuid:99af1c6a-b090-4b13-b14c-3b9540ba0675/r1[4]/mb_HC[3],uuid:99af1c6a-b090-4b13-b14c-3b9540ba0675/r1[4]/mb_HC,uuid:99af1c6a-b090-4b13-b14c-3b9540ba0675,r1[4],SNNP,Kembata Timbaro,159,Durame Town,
Merewa  Health  Center,71,71,uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8/r1[4],uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8/r1[4]/mb_HC[5],uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8/r1[4]/mb_HC,uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8,r1[4],,,,,
Tumuga   Health  Center,501,803,uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8/r1[4],uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8/r1[4]/mb_HC[2],uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8/r1[4]/mb_HC,uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8,r1[4],,,,,
Silan weha  Health   Center,233,467,uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8/r1[4],uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8/r1[4]/mb_HC[4],uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8/r1[4]/mb_HC,uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8,r1[4],,,,,
Waja  Health  Center,481,438,uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8/r1[4],uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8/r1[4]/mb_HC[3],uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8/r1[4]/mb_HC,uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8,r1[4],,,,,
Derigal  Health  Center,422,506,uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8/r1[4],uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8/r1[4]/mb_HC[1],uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8/r1[4]/mb_HC,uuid:9bef5e73-749d-4ef3-b699-9cb557ae25e8,r1[4],,,,,
Tukul,85,95,uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2],uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2]/mb_HC[6],uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2]/mb_HC,uuid:9c78d051-bacf-44cd-8e44-bd2903f61022,r1[2],Tigray,South East,123,Degua Temben,
Endamariam,171,109,uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2],uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2]/mb_HC[2],uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2]/mb_HC,uuid:9c78d051-bacf-44cd-8e44-bd2903f61022,r1[2],Tigray,South East,123,Degua Temben,
Aleasa,90,140,uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2],uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2]/mb_HC[1],uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2]/mb_HC,uuid:9c78d051-bacf-44cd-8e44-bd2903f61022,r1[2],Tigray,South East,123,Degua Temben,
Hagereselam(primeriy hospital),272,519,uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2],uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2]/mb_HC[4],uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2]/mb_HC,uuid:9c78d051-bacf-44cd-8e44-bd2903f61022,r1[2],Tigray,South East,123,Degua Temben,
Daerere,74,81,uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2],uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2]/mb_HC[3],uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2]/mb_HC,uuid:9c78d051-bacf-44cd-8e44-bd2903f61022,r1[2],Tigray,South East,123,Degua Temben,
Meadi,77,273,uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2],uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2]/mb_HC[5],uuid:9c78d051-bacf-44cd-8e44-bd2903f61022/r1[2]/mb_HC,uuid:9c78d051-bacf-44cd-8e44-bd2903f61022,r1[2],Tigray,South East,123,Degua Temben,
Halila Health center,0,0,uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3/r1[1],uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3/r1[1]/mb_HC[2],uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3/r1[1]/mb_HC,uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3,r1[1],Oromiya,Arsi,48,SUDE-WEREDA,
Alem Gena Health center,0,0,uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3/r1[1],uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3/r1[1]/mb_HC[3],uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3/r1[1]/mb_HC,uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3,r1[1],Oromiya,Arsi,48,SUDE-WEREDA,
Semar Health Center,8,1,uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3/r1[1],uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3/r1[1]/mb_HC[4],uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3/r1[1]/mb_HC,uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3,r1[1],Oromiya,Arsi,48,SUDE-WEREDA,
Guracha cisa Health Center,0,0,uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3/r1[1],uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3/r1[1]/mb_HC[5],uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3/r1[1]/mb_HC,uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3,r1[1],Oromiya,Arsi,48,SUDE-WEREDA,
Kula Health center,0,3,uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3/r1[1],uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3/r1[1]/mb_HC[1],uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3/r1[1]/mb_HC,uuid:9dfb7c61-5baf-4688-8e3f-35868b36cde3,r1[1],Oromiya,Arsi,48,SUDE-WEREDA,
Nagele hc,0,0,uuid:9e132173-d55e-47fe-b638-ed947778cdac/r1[1],uuid:9e132173-d55e-47fe-b638-ed947778cdac/r1[1]/mb_HC[2],uuid:9e132173-d55e-47fe-b638-ed947778cdac/r1[1]/mb_HC,uuid:9e132173-d55e-47fe-b638-ed947778cdac,r1[1],Oromiya,Arsi,36,GUNA-WEREDA,
Aba jama hc,1,0,uuid:9e132173-d55e-47fe-b638-ed947778cdac/r1[1],uuid:9e132173-d55e-47fe-b638-ed947778cdac/r1[1]/mb_HC[1],uuid:9e132173-d55e-47fe-b638-ed947778cdac/r1[1]/mb_HC,uuid:9e132173-d55e-47fe-b638-ed947778cdac,r1[1],Oromiya,Arsi,36,GUNA-WEREDA,
Welargi hc,0,0,uuid:9e132173-d55e-47fe-b638-ed947778cdac/r1[1],uuid:9e132173-d55e-47fe-b638-ed947778cdac/r1[1]/mb_HC[3],uuid:9e132173-d55e-47fe-b638-ed947778cdac/r1[1]/mb_HC,uuid:9e132173-d55e-47fe-b638-ed947778cdac,r1[1],Oromiya,Arsi,36,GUNA-WEREDA,
Adiha  health  center,213,378,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC[2],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de,r1[2],Tigray,Central Tigray,100,Kola Temben,
Dedere  health  center,365,366,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC[3],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de,r1[2],Tigray,Central Tigray,100,Kola Temben,
Guya  health  center,359,508,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC[5],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de,r1[2],Tigray,Central Tigray,100,Kola Temben,
Arena  health  center,0,457,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC[8],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de,r1[2],Tigray,Central Tigray,100,Kola Temben,
Gelebeda  health  center,223,1012,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC[1],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de,r1[2],Tigray,Central Tigray,100,Kola Temben,
Workamba  health  center,1394,1783,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC[7],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de,r1[2],Tigray,Central Tigray,100,Kola Temben,
Testsera  health  center,212,333,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC[6],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de,r1[2],Tigray,Central Tigray,100,Kola Temben,
Gurroro  health  center,452,496,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC[4],uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de/r1[2]/mb_HC,uuid:9fe386e6-1b7b-49f1-9fb5-e9df97f1f9de,r1[2],Tigray,Central Tigray,100,Kola Temben,
